B     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_B  errBand_U  errBand_V  errBand_I  errBand_K                                                                             
  20.452  1.471   1.120   2.498   4.901  12.11  5 7.30    3345.  5.05   7  8.6270  0.230    9.859    0.282  -0.026  -0.017    96.937157   59.314339  214.766251   53.165878   0.2241  -8.0138   0.1135   0.2077   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0119    -0.0390     0.0510     0.0533    -0.0223
  20.402  1.454   1.228   2.496   4.803  11.97  5 7.30    3330.  5.03   3  1.4211  0.335    9.861    0.281   0.102   0.034    96.526787   59.790344  214.513428   52.669308   0.2401  -8.0137   0.1200   0.2225   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0042    -0.0071    -0.0035     0.0235     0.0051
  20.381  1.559   1.221   2.436   4.762  12.03  5 7.30    3270.  4.87   6  6.0421  0.273    9.861    0.281  -0.039  -0.027    95.685501   59.788971  215.037552   52.390865   0.2211  -8.0110   0.1107   0.2061   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0268    -0.0074    -0.0101     0.0071    -0.0158
  20.065  1.574   1.227   2.398   4.603  11.63  5 7.30    3306.  4.99   6  6.1689  0.345    9.675    0.299  -0.231   0.023    95.454468   59.663841  215.316666   52.405640   0.2260  -8.0108   0.1136   0.2100   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0071     0.0011     0.0118    -0.0206     0.0104
  20.038  1.514   1.146   2.345   4.615  11.49  5 7.25    3420.  4.90   6  5.9508  0.215    9.499    0.316  -0.045   0.019    96.071159   59.844627  214.739105   52.477978   0.2448  -8.0130   0.1223   0.2267   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0106     0.0130     0.0239    -0.0208    -0.0302
  18.049  1.463   1.236   1.899   3.868   9.70  5 7.10    3660.  4.71   3  1.3219  0.737    8.210    0.480   0.011  -0.011    96.023361   59.840878  214.772766   52.464939   0.2302  -8.0121   0.1150   0.2140   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0046     0.0069     0.0051    -0.0198     0.0168
  17.753  1.454   1.158   1.795   3.739   9.34  5 7.05    3824.  4.90   7  8.4331  0.407    8.005    0.510  -0.108   0.041    97.073647   59.560452  214.412613   53.023407   0.2384  -8.0149   0.1199   0.2205   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0427    -0.0308     0.0099    -0.0102    -0.0026
  17.407  1.422   1.236   1.734   3.693   8.98  5 7.05    3793.  4.66   7  8.5696  0.663    7.942    0.518  -0.062   0.020    96.265816   59.994606  214.456711   52.429161   0.2421  -8.0132   0.1204   0.2247   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0322     0.0247     0.0119     0.0056     0.0065
  16.449  1.221   1.310   1.425   3.263   8.23  5 6.90    3992.  4.61   2  0.0859  0.648    7.345    0.607   0.073   0.011    97.312935   59.787994  214.016296   52.926460   0.2385  -8.0153   0.1190   0.2211   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0270     0.0282     0.0295     0.0317    -0.0140
  15.412  1.136   1.119   1.274   2.854   7.39  5 6.50    4332.  4.51   4  2.6250  0.769    6.794    0.691  -0.168   0.000    95.438820   59.677692  215.310974   52.390068   0.2269  -8.0109   0.1141   0.2109   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0080     0.0024     0.0393    -0.0084     0.0194
  14.099  0.975   0.789   0.933   2.237   6.21  5 6.20    4805.  4.59   2  0.2620  0.817    5.891    0.833  -0.225  -0.012    96.919121   60.090775  213.946365   52.567574   0.2346  -8.0141   0.1161   0.2183   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0195     0.0503    -0.0116     0.0098     0.0154
  13.313  0.926   0.616   0.910   2.082   5.42  5 6.00    5129.  4.50   5  4.0570  0.757    5.465    0.903   0.127  -0.051    96.663162   59.223362  215.042145   53.143192   0.2412  -8.0143   0.1226   0.2223   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0095     0.0089    -0.0168    -0.0203    -0.0069
  21.907  0.240  -0.670   0.378   0.532  14.63  6 9.20    8388.  8.99   5  3.9566  1.330   14.710    0.005  -0.018   0.013    96.660240   59.359516  214.895264   53.039455   0.2468  -8.0146   0.1249   0.2273   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0183    -0.0052    -0.0025     0.0034    -0.0217
  19.329  1.479   1.204   2.071   4.008  10.79  5 7.15    3720.  5.13   8  9.9594  0.313    9.355    0.300  -0.638   0.306    96.958649   59.791161  214.239456   52.809658   0.2479  -8.0151   0.1238   0.2292   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0360    -0.0255     0.0218    -0.0309    -0.0264
  18.573  1.507   1.120   1.796   3.656  10.06  5 7.10    3795.  4.96   8 10.0588  0.200    8.753    0.371  -0.796   0.262    96.540268   59.128571  215.225296   53.173092   0.2441  -8.0143   0.1245   0.2245   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0275    -0.0141    -0.0029     0.0286     0.0134
  17.329  1.355   1.071   1.653   3.376   8.99  5 6.95    4018.  4.76   8 10.0219  0.635    8.012    0.468  -0.747   0.276    96.511269   59.999546  214.298737   52.505554   0.2413  -8.0137   0.1199   0.2240   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0068    -0.0238    -0.0080    -0.0276    -0.0294
  15.378  1.135   0.823   1.158   2.686   7.31  5 6.50    4658.  4.56   8 10.0644  0.552    6.875    0.605  -0.739   0.263    97.149895   59.452507  214.479446   53.130825   0.2376  -8.0150   0.1198   0.2196   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0204     0.0023    -0.0216    -0.0222    -0.0293
  19.148  1.483   1.191   1.911   3.731  10.64  5 7.10    3744.  4.93  11 11.9482  0.366    9.335    0.288  -0.521   0.239    95.600716   59.536266  215.367584   52.549820   0.2452  -8.0121   0.1237   0.2263   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0019     0.0095     0.0092    -0.0056     0.0472
  22.364  1.617   1.361   2.901   5.358  13.42  5 7.40    3237.  4.93   3  1.4395  0.150   10.756    0.208  -0.112   0.023    96.236435   59.273415  215.259781   52.961555   0.2787  -8.0155   0.1416   0.2546   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0197     0.0036     0.0331    -0.0232     0.0319
  22.010  1.692   1.362   2.851   5.298  13.20  5 7.40    3093.  4.99   5  3.9759  0.272   10.756    0.208  -0.165  -0.055    96.743614   59.466919  214.725220   52.985916   0.2574  -8.0154   0.1299   0.2367   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0038    -0.0115    -0.0033    -0.0192     0.0172
  21.504  1.620   1.288   2.691   5.140  12.72  5 7.40    3214.  5.05   5  3.8370  0.350   10.357    0.239  -0.068   0.052    96.246178   59.298454  215.226059   52.946117   0.2634  -8.0146   0.1337   0.2414   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0100     0.0095    -0.0115     0.0045     0.0028
  21.192  1.492   1.296   2.682   5.085  12.46  5 7.35    3344.  4.92   6  6.0188  0.361   10.232    0.249   0.197   0.017    96.157730   59.966488  214.553864   52.414898   0.2713  -8.0146   0.1350   0.2499   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0022    -0.0006     0.0010     0.0001    -0.0242
  20.822  1.595   1.221   2.593   4.970  12.03  5 7.35    3362.  5.09   6  6.0580  0.255   10.111    0.259  -0.065  -0.033    95.338722   59.757011  215.284592   52.297447   0.2655  -8.0124   0.1332   0.2444   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0027    -0.0097     0.0051    -0.0039    -0.0041
  20.397  1.567   1.191   2.361   4.642  11.59  5 7.30    3332.  4.86   4  2.5742  0.253    9.676    0.299  -0.207   0.013    96.603966   59.322189  214.972092   53.048805   0.2737  -8.0161   0.1387   0.2504   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0087     0.0112    -0.0252     0.0028     0.0038
  19.788  1.489   1.164   2.312   4.455  11.22  5 7.25    3531.  4.83   3  1.7743  0.255    9.500    0.316  -0.013  -0.010    97.413010   59.748615  213.993515   52.988930   0.2536  -8.0165   0.1267   0.2341   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0158    -0.0153    -0.0178    -0.0098     0.0268
  19.397  1.575   1.165   2.106   4.236  10.63  5 7.20    3599.  4.79   5  3.9783  0.426    9.035    0.367  -0.010  -0.011    96.239609   59.906490  214.567795   52.487076   0.2686  -8.0146   0.1339   0.2474   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0135     0.0055    -0.0275    -0.0000     0.0055
  19.284  1.519   1.153   2.099   4.278  10.55  5 7.20    3574.  4.90   5  3.9467  0.396    9.036    0.367   0.066  -0.035    96.420837   59.382015  215.023453   52.942337   0.2706  -8.0154   0.1369   0.2479   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0075    -0.0136    -0.0096     0.0034    -0.0098
  17.041  1.350   1.166   1.600   3.371   8.48  5 6.90    3911.  4.70   6  5.8493  0.554    7.559    0.573  -0.189   0.063    96.864548   60.151100  213.916916   52.503880   0.2666  -8.0159   0.1318   0.2463   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0211    -0.0128     0.0072    -0.0027     0.0133
  16.475  1.231   1.220   1.390   3.149   8.11  5 6.70    4197.  4.47   4  2.6100  0.546    7.207    0.628  -0.285   0.011    96.122482   59.557537  215.019745   52.710434   0.2552  -8.0138   0.1286   0.2351   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0128     0.0154     0.0267     0.0014    -0.0016
  16.318  1.300   1.241   1.452   3.129   7.83  5 6.70    4244.  4.64   4  2.3249  0.608    7.140    0.639   0.265   0.009    96.256592   60.236397  214.203613   52.243210   0.2641  -8.0143   0.1303   0.2442   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0037    -0.0335     0.0013     0.0226     0.0036
  15.904  1.157   1.165   1.218   2.893   7.56  5 6.50    4290.  4.74   5  4.1512  0.543    6.865    0.680  -0.090   0.058    96.357712   59.210506  215.251968   53.049767   0.2629  -8.0149   0.1338   0.2409   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079    -0.0127     0.0091     0.0155    -0.0117
  15.415  1.170   1.101   1.226   2.717   7.03  5 6.50    4558.  4.62   6  5.8314  0.662    6.519    0.732  -0.007   0.050    97.466194   59.902100  213.797409   52.887421   0.2676  -8.0174   0.1331   0.2465   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0107    -0.0219     0.0085    -0.0175     0.0335
  14.227  0.886   0.691   0.945   2.245   6.13  5 6.20    4932.  4.54   6  6.0727  0.878    5.808    0.846  -0.249   0.020    96.834465   60.092621  213.997559   52.539028   0.2653  -8.0157   0.1313   0.2450   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0184    -0.0137     0.0175     0.0104    -0.0046
  12.789  0.701   0.179   0.744   1.673   4.80  5 5.30    5614.  4.65   6  6.1431  0.877    4.655    1.100  -0.121  -0.069    96.762764   59.948879  214.195206   52.625744   0.2781  -8.0164   0.1383   0.2557   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0028     0.0150    -0.0081     0.0176     0.0257
  12.805  0.701   0.079   0.708   1.585   4.83  5 5.40    5804.  4.55   4  2.3208  1.080    4.781    0.992  -0.096   0.010    96.139412   60.094265  214.427704   52.312531   0.2787  -8.0149   0.1381   0.2566   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0287    -0.0174    -0.0147     0.0029    -0.0031
  10.243  0.479   0.059   0.574   1.281   2.50  4 4.50    6347.  3.92   4  2.6127  1.827    2.360    2.514  -0.074   0.018    96.916420   59.340343  214.751450   53.139248   0.2714  -8.0167   0.1374   0.2485   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0265    -0.0076     0.0119     0.0158    -0.0178
  22.229  1.959   1.323   2.298   4.363  13.15  5 7.35    3280.  5.08   8  9.9653  0.146   10.795    0.187  -1.187   0.338    96.694359   59.232555  215.011978   53.146744   0.2570  -8.0153   0.1306   0.2359   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0053     0.0052    -0.0049     0.0081     0.0053
  21.654  1.603   1.298   2.343   4.643  12.79  5 7.30    3339.  4.98   8  9.9336  0.228   10.683    0.193  -0.311   0.258    95.989006   59.446251  215.225403   52.748608   0.2729  -8.0145   0.1379   0.2500   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0543    -0.0209     0.0021     0.0340    -0.0242
  20.290  1.624   1.180   2.197   4.177  11.44  5 7.20    3580.  4.93   8 10.1801  0.288    9.796    0.258  -0.523   0.273    96.549751   59.483162  214.831223   52.909229   0.2701  -8.0156   0.1363   0.2477   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0362     0.0063    -0.0065    -0.0343     0.0116
  19.795  1.538   1.209   2.053   4.006  11.02  5 7.15    3621.  4.95   8 10.0496  0.402    9.505    0.285  -0.722   0.256    96.463814   59.608776  214.749268   52.785828   0.2709  -8.0154   0.1362   0.2487   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0279    -0.0141    -0.0063    -0.0075     0.0044
  11.300  0.610  -0.059   0.712   1.545   3.56  4 4.80    5935.  3.87   8 10.0316  0.891    3.500    1.724  -0.512   0.289    96.937492   59.317207  214.762985   53.163807   0.2591  -8.0160   0.1312   0.2378   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0145    -0.0139    -0.0173    -0.0296    -0.0044
  17.369  1.309   1.039   1.529   3.251   8.82  5 6.85    4098.  4.82  11 12.1149  0.386    7.952    0.457  -0.855   0.294    95.972351   60.128937  214.492935   52.231678   0.2687  -8.0139   0.1331   0.2480   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0153     0.0208     0.0094     0.0186    -0.0504
  23.001  1.673   1.410   2.952   5.586  13.84  5 7.45    3204.  4.98   4  2.6911  0.080   11.134    0.179   0.067   0.040    96.034279   60.067841  214.520752   52.297981   0.3007  -8.0158   0.1492   0.2756   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0134     0.0112     0.0169     0.0103    -0.0267
  22.330  1.562   1.391   2.851   5.394  13.25  5 7.40    3157.  5.10   5  3.9572  0.431   10.756    0.208   0.150   0.019    97.644569   59.747307  213.845062   53.063988   0.3072  -8.0206   0.1534   0.2804   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079     0.0019     0.0014     0.0009    -0.0076
  22.092  1.610   1.297   2.781   5.303  13.02  5 7.40    3250.  4.93   4  2.3544  0.345   10.537    0.226  -0.152   0.005    96.263664   59.531723  214.959305   52.777130   0.3005  -8.0166   0.1515   0.2740   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0192    -0.0148     0.0011     0.0224     0.0060
  21.799  1.625   1.302   2.730   5.174  12.74  5 7.40    3259.  5.07   6  6.1683  0.228   10.420    0.234  -0.158   0.060    95.560982   59.665131  215.249939   52.440842   0.2947  -8.0144   0.1482   0.2694   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0127    -0.0211     0.0089     0.0088     0.0116
  21.768  1.686   1.326   2.703   5.144  12.72  5 7.40    3236.  5.03   7  8.4625  0.081   10.420    0.234  -0.143   0.041    96.598564   60.136688  214.098267   52.429489   0.2895  -8.0166   0.1432   0.2660   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0129     0.0181    -0.0179    -0.0030    -0.0140
  21.688  1.671   1.440   2.560   4.837  12.55  5 7.35    3278.  4.99   6  6.0898  0.334   10.232    0.249  -0.631   0.053    97.535904   59.812103  213.847183   52.979210   0.2974  -8.0196   0.1483   0.2721   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0331     0.0253     0.0313     0.0122     0.0106
  21.183  1.565   1.206   2.497   4.833  12.09  5 7.30    3394.  4.99   6  5.9457  0.339    9.924    0.276  -0.100   0.010    96.339401   59.972359  214.434906   52.470074   0.3093  -8.0171   0.1538   0.2828   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079    -0.0045     0.0026    -0.0044    -0.0142
  20.843  1.477   1.200   2.511   4.793  11.89  5 7.30    3394.  5.03   6  6.1234  0.261    9.859    0.282   0.037  -0.001    96.381401   60.250923  214.111435   52.272522   0.3024  -8.0167   0.1491   0.2776   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0030    -0.0122    -0.0026     0.0039     0.0243
  20.501  1.579   1.125   2.337   4.632  11.45  5 7.30    3433.  5.11   6  5.9592  0.446    9.619    0.304  -0.033   0.067    96.605019   59.843578  214.407043   52.654564   0.3064  -8.0177   0.1529   0.2799   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0181    -0.0081    -0.0276     0.0005    -0.0077
  19.827  1.532   1.234   2.153   4.278  10.76  5 7.20    3528.  4.87   7  8.4851  0.385    9.112    0.357  -0.403   0.016    96.755516   59.546238  214.631790   52.929703   0.3094  -8.0184   0.1557   0.2817   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0202     0.0286     0.0064     0.0307     0.0062
  18.241  1.526   1.153   1.820   3.796   9.33  5 7.05    3723.  4.78   6  6.0864  0.600    8.142    0.490  -0.328   0.020    96.275139   59.769341  214.693802   52.602200   0.2924  -8.0161   0.1463   0.2676   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0518    -0.0237    -0.0202     0.0107     0.0063
  17.922  1.440   1.213   1.838   3.735   9.11  5 7.05    3888.  4.72   7  8.5133  0.645    8.072    0.500  -0.350  -0.012    96.402374   59.636997  214.757401   52.744148   0.2862  -8.0161   0.1438   0.2619   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0035    -0.0028     0.0115     0.0087     0.0356
  17.906  1.516   1.163   1.827   3.684   9.11  5 7.05    3863.  4.72   7  8.4054  0.555    8.005    0.509  -0.248   0.041    96.559639   59.436062  214.876144   52.948071   0.2800  -8.0163   0.1415   0.2561   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0463     0.0062    -0.0297    -0.0331    -0.0183
